track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Unstoppable,Sia,0.26,0.779,This Is Acting (Deluxe Version),https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,2016-10-21,77
Stick Season,Noah Kahan,0.801,0.5,Stick Season,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,2022-10-14,87
When I Was Your Man,Bruno Mars,0.387,0.28,Unorthodox Jukebox,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,2012-12-07,87
Story of My Life,One Direction,0.286,0.663,Midnight Memories (Deluxe),https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,2013-11-25,86
Another Love,Tom Odell,0.131,0.537,Long Way Down (Deluxe),https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,2013-06-24,86
lovely (with Khalid),"Billie Eilish, Khalid",0.12,0.296,lovely (with Khalid),https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,2018-04-19,86
Nonsense,Sabrina Carpenter,0.732,0.697,emails i can't send,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,2022-07-15,86
Shape of You,Ed Sheeran,0.931,0.652,÷ (Deluxe),https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,2017-03-03,86
Something in the Orange,Zach Bryan,0.148,0.192,Something in the Orange,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,2022-04-22,85
Say You Won't Let Go,James Arthur,0.494,0.557,Back from the Edge,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,2016-10-28,85
Perfect,Ed Sheeran,0.168,0.448,÷ (Deluxe),https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,2017-03-03,86
The Scientist,Coldplay,0.213,0.442,A Rush of Blood to the Head,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,2002-08-27,84
Skyfall,Adele,0.0789,0.552,Skyfall,https://api.spotify.com/v1/tracks/6VObnIkLVruX4UVyxWhlqm,2012-10-04,84
Thunder,Imagine Dragons,0.288,0.822,Evolve,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,2017-06-23,84
Lover,Taylor Swift,0.453,0.543,Lover,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,2019-08-23,84
Circles,Post Malone,0.551,0.763,Hollywood's Bleeding,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,2019-09-06,83
Heather,Conan Gray,0.27,0.425,Kid Krow,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,2020-03-20,83
Ghost,Justin Bieber,0.441,0.741,Justice,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,2021-03-19,83
Maps,Maroon 5,0.879,0.713,V,https://api.spotify.com/v1/tracks/4gbVRS8gloEluzf0GzDOFc,2014-09-02,83
Photograph,Ed Sheeran,0.201,0.379,x (Deluxe Edition),https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,2014-06-21,84
Stitches,Shawn Mendes,0.755,0.754,Handwritten,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,2015-04-14,82
Fix You,Coldplay,0.124,0.417,X&Y,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,82
Fast Car,Luke Combs,0.67,0.603,Gettin' Old,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,2023-03-24,82
Before You Go,Lewis Capaldi,0.183,0.574,Divinely Uninspired To A Hellish Extent (Extended Edition),https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,81
Anti-Hero,Taylor Swift,0.49,0.648,Midnights,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,2022-10-21,81
Complicated,Avril Lavigne,0.427,0.776,Let Go,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,2002-06-04,81
Paradise,Coldplay,0.212,0.585,Mylo Xyloto,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,2011-10-24,81
Memories,Maroon 5,0.595,0.327,JORDI (Deluxe),https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,2021-06-11,82
Thinking out Loud,Ed Sheeran,0.591,0.445,x (Deluxe Edition),https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,2014-06-21,81
Drops of Jupiter (Tell Me),Train,0.497,0.638,Drops Of Jupiter,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,2001-03-27,80
Dance The Night - From Barbie The Album,Dua Lipa,0.775,0.845,Dance The Night (From Barbie The Album),https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,2023-05-25,80
I Ain't Worried,OneRepublic,0.825,0.797,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,2022-05-13,79
Try,P!nk,0.552,0.628,The Truth About Love,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,2012-09-18,79
This Love,Maroon 5,0.809,0.862,Songs About Jane: 10th Anniversary Edition,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,2002,82
7 Years,Lukas Graham,0.34,0.473,Lukas Graham,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,2016-04-01,79
Heartbreak Anniversary,Giveon,0.543,0.465,TAKE TIME,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,2020-03-27,79
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",0.942,0.798,Cold Heart (PNAU Remix),https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,79
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",0.417,0.53,Title (Deluxe),https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,2015-01-09,78
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",0.342,0.55,Until I Found You (Em Beihold Version),https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,2022-04-22,78
She Will Be Loved - Radio Mix,Maroon 5,0.465,0.663,Songs About Jane: 10th Anniversary Edition,https://api.spotify.com/v1/tracks/4llK75pXNWZz6KAho2Gp16,2002,80
This Town,Niall Horan,0.195,0.401,Flicker (Deluxe),https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,2017-10-20,78
Lil Boo Thang,Paul Russell,0.915,0.699,Lil Boo Thang,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,2023-08-18,78
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",0.478,0.764,STAY (with Justin Bieber),https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,78
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",0.537,0.45,Stuck with U,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,2020-05-08,78
Marry You,Bruno Mars,0.452,0.82,Doo-Wops & Hooligans,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxhcwyA9R,2010-05-11,78
Dancing On My Own,Calum Scott,0.231,0.174,Only Human (Deluxe),https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,2018-03-09,78
Without Me,Halsey,0.533,0.488,Manic,https://api.spotify.com/v1/tracks/6FZDfxM3a3UCqtzo5pxSLZ,2020-01-17,78
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",0.637,0.738,Leave Before You Love Me,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,2021-05-21,77
Best Day Of My Life,American Authors,0.536,0.902,"Oh, What A Life",https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,77
Sugar,Maroon 5,0.884,0.788,V,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,2014-09-02,78
The Middle,"Zedd, Maren Morris, Grey",0.437,0.657,The Middle,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,2018-01-23,76
Lose You To Love Me,Selena Gomez,0.0993,0.342,Rare,https://api.spotify.com/v1/tracks/4l0Mvzj72xxOpRrp6h8nHi,2020-01-10,76
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",0.244,0.794,Late Night Feelings,https://api.spotify.com/v1/tracks/02dRkCEc8Q5ch4TTcnLxOn,2019-06-21,76
Last Night,Morgan Wallen,0.488,0.673,3 Songs At A Time Sampler,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,2023-01-31,76
Royals,Lorde,0.337,0.426,Pure Heroine,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,2013-09-27,76
Bleeding Love,Leona Lewis,0.225,0.656,Spirit,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,2007,75
A Thousand Miles,Vanessa Carlton,0.268,0.825,Be Not Nobody,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,2002-04-30,75
Love Story (Taylor’s Version),Taylor Swift,0.415,0.792,Fearless (Taylor's Version),https://api.spotify.com/v1/tracks/6YvqWjhGD8mB5QXcbcUKtx,2021-04-09,75
Señorita,"Shawn Mendes, Camila Cabello",0.75,0.54,Señorita,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,2019-06-21,75
Wide Awake,Katy Perry,0.572,0.683,Teenage Dream: The Complete Confection,https://api.spotify.com/v1/tracks/5JLv62qFIS1DR3zGEcApRt,2012-03-12,74
I'm Yours,Jason Mraz,0.712,0.444,We Sing. We Dance. We Steal Things.,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,2008-05-12,74
Wherever You Will Go,The Calling,0.371,0.719,Camino Palmero,https://api.spotify.com/v1/tracks/5QpaGzWp0hwB5faV8dkbAz,2001,74
Somebody That I Used To Know,"Gotye, Kimbra",0.72,0.495,Making Mirrors,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,2011-01-01,74
Girl on Fire,Alicia Keys,0.144,0.706,Girl on Fire (Remixes) - EP,https://api.spotify.com/v1/tracks/4esOae7i4rqTbAu9o5Pxco,2012-11-18,74
You Know I'm No Good,Amy Winehouse,0.799,0.495,Back To Black (Deluxe Edition),https://api.spotify.com/v1/tracks/0DMRKqrpd0QO4RWiEdMib0,2006,74
Be Alright,Dean Lewis,0.443,0.586,Be Alright,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,2018-06-29,74
Someone To You,BANNERS,0.652,0.903,Where The Shadow Ends,https://api.spotify.com/v1/tracks/2f0pn9DkEJwAzXApnFh5cr,2019-10-04,74
Arcade,Duncan Laurence,0.271,0.331,Arcade,https://api.spotify.com/v1/tracks/1Xi84slp6FryDSCbzq4UCD,2019-03-07,73
Fight Song,Rachel Platten,0.33,0.714,Wildfire,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,2016-01-01,73
Teenage Dream,Katy Perry,0.591,0.798,Teenage Dream,https://api.spotify.com/v1/tracks/5jzKL4BDMClWqRguW5qZvh,2010-01-01,73
What About Us,P!nk,0.193,0.588,Beautiful Trauma,https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb,2017-10-13,72
Demons,Imagine Dragons,0.419,0.71,Night Visions,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a,2012-09-04,72
If You Love Her,Forest Blakk,0.278,0.445,If You Love Her,https://api.spotify.com/v1/tracks/727Z2S2mtNH46CbP9EWPwY,2020-09-30,72
Issues,Julia Michaels,0.455,0.415,Nervous System,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,2017-07-28,72
You Say,Lauren Daigle,0.0797,0.632,Look Up Child,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,2018-09-07,72
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",0.604,0.473,If the World Was Ending (feat. Julia Michaels),https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,2019-10-17,72
Halo,Beyoncé,0.472,0.72,I AM...SASHA FIERCE,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,2008-11-17,71
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",0.735,0.638,Some Nights,https://api.spotify.com/v1/tracks/7a86XRg84qjasly9f6bPSD,2012-02-21,71
No One,Alicia Keys,0.167,0.549,As I Am (Expanded Edition),https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,2007-11-09,71
Back To Black,Amy Winehouse,0.335,0.725,Back To Black,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH,2006-10-27,70
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",0.43,0.63,"10,000 Hours (with Justin Bieber)",https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,70
Rise Up,Andra Day,0.174,0.316,Cheers to the Fall,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz,2015-08-28,70
Part Of Me,Katy Perry,0.758,0.922,Teenage Dream: The Complete Confection,https://api.spotify.com/v1/tracks/6yARPLK0PV4heEyh7pVMGz,2012-01-01,70
jar of hearts,Christina Perri,0.0886,0.348,lovestrong.,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,2011-05-10,69
Chandelier,Sia,0.572,0.787,1000 Forms Of Fear (Deluxe Version),https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,2015-05-04,69
Control,Zoe Wees,0.0682,0.465,Control,https://api.spotify.com/v1/tracks/50Td3qilgs8BLtv8mHyT1t,2020-03-13,69
Starboy,"The Weeknd, Daft Punk",0.486,0.587,Starboy,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,2016-11-25,87
Without Me,Eminem,0.662,0.669,The Eminem Show,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,2002-05-26,86
Take on Me,a-ha,0.876,0.902,Hunting High and Low,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,84
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",0.758,0.824,"Oral Fixation, Vol. 2 (Expanded Edition)",https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,2005-11-28,84
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",0.583,0.791,Confessions (Expanded Edition),https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,2004-03-23,84
Shut Up and Dance,WALK THE MOON,0.619,0.866,TALKING IS HARD,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,2014-12-02,83
Livin' On A Prayer,Bon Jovi,0.794,0.887,Slippery When Wet,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,1986-08-16,83
Wake Me Up,Avicii,0.643,0.783,True,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,2013-01-01,83
Toxic,Britney Spears,0.924,0.838,In The Zone,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,2003-11-13,83
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",0.875,0.711,Sweet Dreams (Are Made Of This),https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,1983-01-04,83
TiK ToK,Kesha,0.714,0.837,Animal (Expanded Edition),https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,2010-01-01,83
Sorry,Justin Bieber,0.409,0.76,Purpose (Deluxe),https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,2015-11-13,83
Dancing Queen,ABBA,0.754,0.87,Arrival,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,1976,82
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",0.765,0.807,Shock Value,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,2007-01-01,82
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",0.654,0.861,Raymond v Raymond (Expanded Edition),https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,2010-03-30,81
...Baby One More Time,Britney Spears,0.907,0.699,...Baby One More Time (Digital Deluxe Version),https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,1999-01-12,81
Ms. Jackson,Outkast,0.613,0.806,Stankonia,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,2000-10-31,81
Poker Face,Lady Gaga,0.774,0.806,The Fame,https://api.spotify.com/v1/tracks/1QV6tiMFM6fSOKOGLMHYYg,2008-01-01,81
Time of Our Lives,"Pitbull, Ne-Yo",0.724,0.802,Globalization,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,2014-11-21,82
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.867,0.824,Whitney,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,1987-06-02,81
Gimme More,Britney Spears,0.382,0.844,Blackout,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,2007-10-25,80
24K Magic,Bruno Mars,0.632,0.803,24K Magic,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,2016-11-17,80
Girls Just Want to Have Fun,Cyndi Lauper,0.725,0.799,She's So Unusual,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,1983-10-14,80
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",0.796,0.795,The Papercut Chronicles II,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,2011-11-11,80
Call Me Maybe,Carly Rae Jepsen,0.66,0.58,Kiss,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,2012-01-01,80
No Lie,"Sean Paul, Dua Lipa",0.463,0.882,Mad Love The Prequel,https://api.spotify.com/v1/tracks/48QmG1dfvMuYLxMPt7KSRA,2018-06-29,80
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",0.964,0.583,FutureSex/LoveSounds,https://api.spotify.com/v1/tracks/0O45fw2L5vsWpdsOdXwNAR,2006-09-12,80
I Gotta Feeling,Black Eyed Peas,0.61,0.766,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,2009-01-01,80
What Do You Mean?,Justin Bieber,0.793,0.567,Purpose (Deluxe),https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,2015-11-13,79
Don't Stop The Music,Rihanna,0.547,0.669,Good Girl Gone Bad: Reloaded,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,2008-06-02,79
Wannabe,Spice Girls,0.891,0.864,Spice,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,1996-01-01,79
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",0.624,0.761,Hands All Over (Revised International Standard version),https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,2010,79
Oops!...I Did It Again,Britney Spears,0.894,0.834,Oops!... I Did It Again,https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ,2000-05-16,79
Tainted Love,Soft Cell,0.623,0.501,Non-Stop Erotic Cabaret,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,1981,79
Just Dance,"Lady Gaga, Colby O'Donis",0.745,0.739,The Fame,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J,2008-01-01,79
Candy Shop,"50 Cent, Olivia",0.755,0.574,The Massacre,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,2005-03-03,78
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,0.536,0.491,Voulez-Vous,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,1979,78
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",0.438,0.84,Don't You Worry Child,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,2012-09-14,78
Rock Your Body,Justin Timberlake,0.817,0.714,Justified,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,2002-11-04,78
Disturbia,Rihanna,0.717,0.814,Good Girl Gone Bad: Reloaded,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,2008-06-02,78
Believe,Cher,0.459,0.917,Believe,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,1998,78
Don't Go Breaking My Heart,"Elton John, Kiki Dee",0.777,0.844,Rock Of The Westies,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,1975-10-24,78
Can't Get You out of My Head,Kylie Minogue,0.964,0.563,Fever,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,2001-10-01,78
Temperature,Sean Paul,0.822,0.6,The Trinity,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,2005-09-26,78
Latch,"Disclosure, Sam Smith",0.529,0.726,Settle (Special Edition),https://api.spotify.com/v1/tracks/51ODNNDZm21HU7wI7cccRr,2013-06-03,78
9 to 5,Dolly Parton,0.813,0.783,9 To 5 And Odd Jobs,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,1980,78
Shake It Off,Taylor Swift,0.942,0.8,1989 (Deluxe),https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,2014-01-01,78
Pon de Replay,Rihanna,0.499,0.64,Music Of The Sun,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,2005-08-29,78
Lady - Hear Me Tonight,Modjo,0.869,0.808,Modjo (Remastered),https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,2001,77
All That She Wants,Ace of Base,0.858,0.625,The Sign,https://api.spotify.com/v1/tracks/6kWJvPfC4DgUpRsXKNa9z9,1993-12-24,77
Levels - Radio Edit,Avicii,0.464,0.889,Levels,https://api.spotify.com/v1/tracks/5UqCQaDshqbIk3pkhy4Pjg,2011-10-28,77
Billie Jean,Michael Jackson,0.847,0.654,Thriller 25 Super Deluxe Edition,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,2008-02-08,77
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",0.542,0.758,Global Warming: Meltdown (Deluxe Version),https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,2012,77
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",0.681,0.77,Dangerously In Love,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,2003-06-24,77
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",0.847,0.922,The Heist,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,2012-10-09,76
Starships,Nicki Minaj,0.751,0.716,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,2012-01-01,76
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",0.67,0.646,Another Level,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,1996-09-09,76
Walking On Sunshine,Katrina & The Waves,0.944,0.87,Katrina & The Waves,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,1985,76
International Love (feat. Chris Brown),"Pitbull, Chris Brown",0.648,0.855,Planet Pit (Deluxe Version),https://api.spotify.com/v1/tracks/62zFEHfAYl5kdHYOivj4BC,2011-06-17,77
Mamma Mia,ABBA,0.827,0.748,Abba,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,1975,76
Don't You Want Me,The Human League,0.958,0.738,Dare!,https://api.spotify.com/v1/tracks/3L7RtEcu1Hw3OXrpnthngx,1981,76
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.702,0.83,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,2016-05-06,76
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",0.963,0.756,I Am,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD,1979-06,76
Con Calma,"Daddy Yankee, Snow",0.656,0.86,Con Calma,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,2019-01-24,76
Glad You Came,The Wanted,0.452,0.851,Battleground (Deluxe Edition),https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,2011-01-01,76
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",0.274,0.809,Peace Is The Mission : Extended,https://api.spotify.com/v1/tracks/2YWjW3wwQIBLNhxWKBQd16,2015-11-27,76
Good Feeling,Flo Rida,0.684,0.89,Wild Ones,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,2012-06-22,76
Good Time,"Owl City, Carly Rae Jepsen",0.682,0.872,The Midsummer Station,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,2012-08-17,75
Replay,Iyaz,0.195,0.751,Replay,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,2009-08-18,75
Break Free,"Ariana Grande, Zedd",0.29,0.702,My Everything (Deluxe),https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,2014-08-22,75
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",0.636,0.861,Come Into My Life (The Album),https://api.spotify.com/v1/tracks/3u5N55tHf7hXATSQrjBh2q,1997-11-17,75
Flashdance...What a Feeling - Radio Edit,Irene Cara,0.392,0.655,What a Feelin',https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,1983-11-02,75
Ride Wit Me,"Nelly, City Spud",0.724,0.7,Country Grammar,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,2000-06-27,75
Mambo No. 5 (a Little Bit of...),Lou Bega,0.892,0.807,A Little Bit of Mambo,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs,1999-07-19,75
Let's Groove,"Earth, Wind & Fire",0.9,0.648,Raise!,https://api.spotify.com/v1/tracks/3koCCeSaVUyrRo3N2gHrd8,1981-11-14,75
"Whenever, Wherever",Shakira,0.871,0.832,Laundry Service,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,2001-11-13,74
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",0.312,0.954,Destination Calabria,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h,2007-02-19,74
