track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Kader Sağ Olsun,Semicenk,0.556,0.656,Geçiyor Zaman,https://api.spotify.com/v1/tracks/2crO2eSwgjOoAanagD2sFc,2024-08-09,70
Küle Dönmüşsün,"Semicenk, Doğu Swag",0.883,0.606,Küle Dönmüşsün,https://api.spotify.com/v1/tracks/2CZzw0He9fzyi2FkBkn4Bk,2024-06-14,72
Önümüz Yaz,Simge,0.839,0.914,Önümüz Yaz,https://api.spotify.com/v1/tracks/28Aau4tlztDlgKJQXrWhZR,2024-06-21,74
Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",0.587,0.724,Yine Çalıyor,https://api.spotify.com/v1/tracks/30kd9r9pbMn6bs6CKyFOCu,2024-05-22,68
Lan,Zeynep Bastık,0.567,0.622,Lan,https://api.spotify.com/v1/tracks/1whKKdtCiFjN7MW7DrIRUH,2024-03-08,69
Self Care,Mac Miller,0.177,0.538,Swimming,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,2018-08-03,73
"I'm Good Luv, Enjoy.",Aaron May,0.954,0.586,CHASE,https://api.spotify.com/v1/tracks/3RKLJPyyMZfwebsePAzqjL,2019-02-28,75
Doomsday,"MF DOOM, Pebbles The Invisible Girl",0.792,0.84,Operation: Doomsday (Complete),https://api.spotify.com/v1/tracks/7EQvdUJqZ2i7SWvSB2VqGA,1999-10-19,72
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",0.361,0.818,CHROMAKOPIA,https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk,2024-10-28,87
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",0.553,0.803,AT.LONG.LAST.A$AP,https://api.spotify.com/v1/tracks/2gAGWaK4wvt2xrFUlR4mK8,2015-05-26,72
A Cold Sunday,Lil Yachty,0.834,0.86,A Cold Sunday,https://api.spotify.com/v1/tracks/1Y1jtaZOJYgXBl7lKdLc9o,2024-02-02,72
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",0.577,0.579,?,https://api.spotify.com/v1/tracks/7J2gyNghNTzl4EsLhXp01Q,2018-03-16,70
MY EYES,Travis Scott,0.28,0.621,UTOPIA,https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M,2023-07-28,82
Devil In A New Dress,"Kanye West, Rick Ross",0.206,0.76,My Beautiful Dark Twisted Fantasy,https://api.spotify.com/v1/tracks/1UGD3lW3tDmgZfAVDh6w7r,2010-11-22,76
Love Yourz,J. Cole,0.435,0.638,2014 Forest Hills Drive,https://api.spotify.com/v1/tracks/2e3Ea0o24lReQFR4FA7yXH,2014-12-09,73
Go Flex,Post Malone,0.127,0.498,Stoney (Deluxe),https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,2016-12-09,72
Champagne Shots,Sainté,0.925,0.441,Local Mvp,https://api.spotify.com/v1/tracks/7dbyaRWWFvB9UG2vcwTd3J,2021-01-06,68
Rich Spirit,Kendrick Lamar,0.457,0.421,Mr. Morale & The Big Steppers,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,2022-05-13,73
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",0.104,0.652,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),https://api.spotify.com/v1/tracks/3ZaEs1O8BG581qYPHpQ8d6,2023-08-18,84
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",0.273,0.574,"Come Over When You're Sober, Pt. 2",https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,2018-11-09,84
Righteous Minds,Joey Bada$$,0.608,0.638,1999,https://api.spotify.com/v1/tracks/7dFGkZbmm6cVlI28bfMaWE,2012-06-12,68
Everybody Dies In Their Nightmares,XXXTENTACION,0.689,0.57,17,https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7,2017-08-25,81
It Was A Good Day,Ice Cube,0.794,0.744,The Predator,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,1992-11-17,78
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",0.852,0.653,CALL ME IF YOU GET LOST,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,2021-06-25,73
Weekend (feat. Miguel),"Mac Miller, Miguel",0.19,0.435,GO:OD AM,https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA,2015-09-18,72
a lot,21 Savage,0.274,0.636,i am > i was,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,2018-12-21,77
Flashing Lights,"Kanye West, Dwele",0.43,0.628,Graduation,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,2007-09-11,83
Redbone,Childish Gambino,0.583,0.354,"""Awaken, My Love!""",https://api.spotify.com/v1/tracks/3vQ4T78TTMOjQXGfXVKQJo,2016-12-02,78
Passionfruit,Drake,0.364,0.463,More Life,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,2017-03-18,80
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",0.691,0.604,Yacht Rock 2,https://api.spotify.com/v1/tracks/5467KZaTToEB680WvOd9w5,2019-08-30,68
Show Me,Joey Bada$$,0.638,0.646,2000,https://api.spotify.com/v1/tracks/2uuJs2nltcYFh9pkKP7bW4,2022-07-22,68
Revenge,XXXTENTACION,0.18,0.251,17,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,2017-08-25,84
Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",0.593,0.506,Love Sick (Deluxe),https://api.spotify.com/v1/tracks/6w9GrSUaQQIaMBYtabge7p,2023-02-28,69
Homecoming,"Kanye West, Chris Martin",0.918,0.747,Graduation,https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe,2007-09-11,79
Break from Toronto,PARTYNEXTDOOR,0.259,0.678,PARTYNEXTDOOR,https://api.spotify.com/v1/tracks/5fEB6ZmVkg63GZg9qO86jh,2013-07-01,83
You Know How We Do It,Ice Cube,0.601,0.52,Lethal Injection,https://api.spotify.com/v1/tracks/2Ih217RCGAmyQR68Nn7Cqo,1993-12-07,76
Fuck Love,"XXXTENTACION, Trippie Redd",0.329,0.533,17,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,2017-08-25,84
DUCKWORTH.,Kendrick Lamar,0.632,0.731,DAMN.,https://api.spotify.com/v1/tracks/0y9uTzK9cNKSAEHnpeRG8C,2017-04-14,72
Good Morning,Kanye West,0.515,0.631,Graduation,https://api.spotify.com/v1/tracks/6MXXY2eiWkpDCezVCc0cMH,2007-09-11,70
Neighbors,J. Cole,0.469,0.283,4 Your Eyez Only,https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy,2016-12-09,68
Teenage Fever,Drake,0.144,0.283,More Life,https://api.spotify.com/v1/tracks/6n3HGiq4v35D6eFOSwqYuo,2017-03-18,77
Awolowo,Fido,0.294,0.385,Awolowo,https://api.spotify.com/v1/tracks/1136eJrkWsDvReASbjLTaU,2024-08-07,71
Holy Ghost,Omah Lay,0.488,0.415,Holy Ghost,https://api.spotify.com/v1/tracks/0zVk3uuV9UhxAt48F3OL12,2023-11-09,70
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",0.647,0.756,"Soweto (with Don Toliver, Rema and Tempoe)",https://api.spotify.com/v1/tracks/25Kyv5SeEenT0EETpP2hYn,2023-03-22,72
Rush,Ayra Starr,0.381,0.503,Rush,https://api.spotify.com/v1/tracks/1rrqJ9QkOBYJlsZgqqwxgB,2022-09-16,68
Free Mind,Tems,0.416,0.463,For Broken Ears,https://api.spotify.com/v1/tracks/2mzM4Y0Rnx2BDZqRnhQ5Q6,2020-09-25,72
Essence (feat. Tems),"Wizkid, Tems",0.602,0.707,Made In Lagos,https://api.spotify.com/v1/tracks/5FG7Tl93LdH117jEKYl3Cm,2020-10-29,70
In My Bed,"Rotimi, Wale",0.431,0.501,The Beauty of Becoming,https://api.spotify.com/v1/tracks/6XM53PbvlzhuNtJZtpl7RP,2019-12-13,68
Location (feat. Burna Boy),"Dave, Burna Boy",0.55,0.496,PSYCHODRAMA,https://api.spotify.com/v1/tracks/3z4CGd63tpUn9a6oQSG0CI,2019-03-08,73
Higher,Tems,0.528,0.581,For Broken Ears,https://api.spotify.com/v1/tracks/2QdSb68BzZGMgCbsrFmSLc,2020-09-25,72
KU LO SA - A COLORS SHOW,Oxlade,0.793,0.655,KU LO SA - A COLORS SHOW,https://api.spotify.com/v1/tracks/2WigMwGJysIh9fRnSJvpjn,2022-06-10,70
Replay,Tems,0.78,0.549,If Orange Was A Place,https://api.spotify.com/v1/tracks/2dFqK2ZkYB9Xc47gr3xXWl,2021-09-14,71
Touches,Somnum Magnam,0.155,0.00161,Touches,https://api.spotify.com/v1/tracks/6KzdWw8Hi1bz1lVw2AXDzb,2024-01-19,72
Rosyln,"Bon Iver, St. Vincent",0.121,0.277,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4k7x3QKrc3h3U0Viqk0uop,2009-10-16,75
Lights Are On,Tom Rosenthal,0.249,0.04,Z-Sides,https://api.spotify.com/v1/tracks/4IhTXiZLKATmwhMZIb1GQN,2018-10-26,77
Take Me To Church,Hozier,0.437,0.664,Hozier,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,2014-09-19,81
cardigan,Taylor Swift,0.551,0.581,folklore,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,2020-07-24,83
Young And Beautiful,Lana Del Rey,0.151,0.416,Young And Beautiful,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,2013-01-01,83
My Love Mine All Mine,Mitski,0.121,0.308,The Land Is Inhospitable and So Are We,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,2023-09-15,88
idfc,blackbear,0.455,0.422,dead,https://api.spotify.com/v1/tracks/3SErMoIKdRELto2OspGs5L,2015-06-02,71
As the World Caves In,Matt Maltese,0.179,0.449,Bad Contestant,https://api.spotify.com/v1/tracks/3NM41PVVUr0ceootKAtkAj,2018-06-08,68
The 30th,Billie Eilish,0.21,0.135,Guitar Songs,https://api.spotify.com/v1/tracks/5SHpuW2qjkQtFRpE6P9Nks,2022-07-21,72
Like Real People Do,Hozier,0.145,0.179,Hozier (Expanded Edition),https://api.spotify.com/v1/tracks/57V4uc2b2diZ4RPHXWecb9,2014-09-19,72
Happiness is a butterfly,Lana Del Rey,0.156,0.119,Norman Fucking Rockwell!,https://api.spotify.com/v1/tracks/3lG6OtGDsYAOALxEmubQQm,2019-08-30,73
listen before i go,Billie Eilish,0.082,0.0561,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://api.spotify.com/v1/tracks/0tMSssfxAL2oV8Vri0mFHE,2019-03-29,74
Astronomy,Conan Gray,0.152,0.343,Superache,https://api.spotify.com/v1/tracks/2JN3ugW1cEahbYw0I5mw5U,2022-06-24,72
From the Dining Table,Harry Styles,0.201,0.156,Harry Styles,https://api.spotify.com/v1/tracks/1IF5UcqRO42D12vYwceOY6,2017-05-12,69
Getting Older,Billie Eilish,0.367,0.128,Happier Than Ever,https://api.spotify.com/v1/tracks/4HOryCnbme0zBnF8LWij3f,2021-07-30,70
rises the moon,Liana Flores,0.203,0.129,recently,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,2019-04-10,81
ceilings,Lizzy McAlpine,0.261,0.322,five seconds flat,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,2022-04-08,80
Sparks,Coldplay,0.165,0.268,Parachutes,https://api.spotify.com/v1/tracks/7D0RhFcb3CrfPuTJ0obrod,2000-07-10,85
In My Room,Chance Peña,0.1,0.338,In My Room,https://api.spotify.com/v1/tracks/7CiDwKE62N6ey3LyG6s7xc,2022-05-06,76
Waiting Room,Phoebe Bridgers,0.12,0.289,"Lost Ark Studio Compilation, Vol. 8",https://api.spotify.com/v1/tracks/04mAOoQNsXmDJlyupJwmkO,2016-08-12,75
Chemtrails Over The Country Club,Lana Del Rey,0.429,0.276,Chemtrails Over The Country Club,https://api.spotify.com/v1/tracks/7bPWdJgx8vek7S5i5yAtvG,2021-03-19,79
How to disappear,Lana Del Rey,0.065,0.304,Norman Fucking Rockwell!,https://api.spotify.com/v1/tracks/4qUtC2BwFC154Ha8YQRrkk,2019-08-30,70
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",0.446,0.377,Red (Taylor's Version),https://api.spotify.com/v1/tracks/01K4zKU104LyJ8gMb7227B,2021-11-12,71
State Lines,Novo Amor,0.151,0.31,Birthplace,https://api.spotify.com/v1/tracks/7CoMBpPTwQi2wPT0U0Nr9b,2018-10-19,73
Where's My Love - Acoustic,SYML,0.221,0.225,Where's My Love,https://api.spotify.com/v1/tracks/0ElpbbncWT9aS7mgoqEHbQ,2017-07-07,72
Apocalypse,Cigarettes After Sex,0.18,0.468,Cigarettes After Sex,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,2017-06-09,87
Anchor,Novo Amor,0.126,0.407,Bathing Beach,https://api.spotify.com/v1/tracks/7qH9Z4dJEN0l9bidizW7fq,2017-05-26,78
Brooklyn Baby,Lana Del Rey,0.0949,0.664,Ultraviolence (Deluxe),https://api.spotify.com/v1/tracks/1NZs6n6hl8UuMaX0UC0YTz,2014-01-01,80
Would That I,Hozier,0.502,0.526,"Wasteland, Baby!",https://api.spotify.com/v1/tracks/37zuIvk4KBkAxxLJsxJaHq,2019-03-01,74
lacy,Olivia Rodrigo,0.426,0.367,GUTS,https://api.spotify.com/v1/tracks/6QT6j7rKt7Vk3IuV2AUO9W,2023-09-08,75
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,0.199,0.347,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),https://api.spotify.com/v1/tracks/17cia5k4BpGVlyEfqrFH50,2023-11-17,72
Feels Like,Gracie Abrams,0.176,0.483,This Is What It Feels Like,https://api.spotify.com/v1/tracks/35IcAVSMsU9qzHfpPbvC8A,2021-11-12,73
Black Friday,Tom Odell,0.201,0.199,Black Friday,https://api.spotify.com/v1/tracks/0uvagCBJC0ClsR11W10T0Y,2024-01-26,71
Male Fantasy,Billie Eilish,0.308,0.288,Happier Than Ever,https://api.spotify.com/v1/tracks/4ak9GGe6afmi2HbxEjvhIC,2021-07-30,70
Cherry Wine - Live,Hozier,0.234,0.11,Hozier (Expanded Edition),https://api.spotify.com/v1/tracks/1C042FLYy7rP3MfnkOcnha,2014-09-19,68
We'll Never Have Sex,Leith Ross,0.289,0.0972,To Learn,https://api.spotify.com/v1/tracks/4Do3s3aivnqbUAvUEDEsAG,2023-05-19,68
Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",0.192,0.245,Did you know that there's a tunnel under Ocean Blvd,https://api.spotify.com/v1/tracks/1o82DwNisONAd2mu1RcGE6,2023-03-24,78
Miserable Man,David Kushner,0.32,0.348,Footprints I Found,https://api.spotify.com/v1/tracks/5iu3rl4feYeRgR1DW0ydNU,2022-09-16,68
Halley's Comet,Billie Eilish,0.0381,0.159,Happier Than Ever,https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv,2021-07-30,75
Did It Again,Lil Tecca,0.186,0.561,We Love You Tecca,https://api.spotify.com/v1/tracks/4guBZjUyrGoHsTahO3IHdj,2019-08-30,72
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",0.682,0.819,LIFE'S A TRIP,https://api.spotify.com/v1/tracks/0c0YHn3DIQLl1opsQDd9kO,2018-08-10,71
Lust,Lil Skies,0.519,0.767,Life of a Dark Rose,https://api.spotify.com/v1/tracks/7oJrVhiTPZGBXWPwhxjy9S,2017-12-12,70
Conceited,Lil Uzi Vert,0.154,0.55,Eternal Atake 2,https://api.spotify.com/v1/tracks/1gUUuh7FQ3mr7nEq0SRvGX,2024-11-01,68
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",0.45,0.671,We Love You Tecca,https://api.spotify.com/v1/tracks/2WsuSYJNXGKXVYkHPnq2yp,2019-08-30,73
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",0.272,0.8,Hollywood's Bleeding,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,2019-09-06,73
witchblades,"Lil Peep, Lil Tracy",0.543,0.54,CASTLES II,https://api.spotify.com/v1/tracks/57NsyEzmk0NT3NcOwuQT55,2017-02-07,71
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",0.244,0.545,Perfect Ten,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,2019-06-28,73
Suicidal,YNW Melly,0.235,0.369,Melly vs. Melvin,https://api.spotify.com/v1/tracks/1iSqfoUFnQwV0QW1EfUit8,2019-11-22,73
Flaws And Sins,Juice WRLD,0.439,0.662,Death Race For Love (Bonus Track Version),https://api.spotify.com/v1/tracks/0flSGzqHO12p9fU9kqaHGE,2019-03-08,70
Down With Me,Lil Tecca,0.471,0.588,TEC (Bonus),https://api.spotify.com/v1/tracks/00n83h3zn2IrySO4Q4aTrG,2024-01-19,70
Wow.,Post Malone,0.389,0.538,Hollywood's Bleeding,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,2019-09-06,77
Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",0.142,0.631,Rodeo,https://api.spotify.com/v1/tracks/6Yqmv7XJLCrQEauMbPGZSw,2015-09-04,71
Still Think About You,A Boogie Wit da Hoodie,0.961,0.646,Artist,https://api.spotify.com/v1/tracks/2FTeQQ5Rg9tBpgpTF5mnhE,2016-09-16,73
Come & Go (with Marshmello),"Juice WRLD, Marshmello",0.535,0.814,Legends Never Die,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,2020-07-10,75
500lbs,Lil Tecca,0.53,0.779,TEC,https://api.spotify.com/v1/tracks/6rjuKpPydT2SxN15TZpV7r,2023-09-22,78
16,Baby Keem,0.57,0.782,The Melodic Blue,https://api.spotify.com/v1/tracks/1Is8hGpkGMiePASAxBluxM,2021-09-10,77
Chemical,Post Malone,0.392,0.88,Chemical,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,2023-04-14,75
I Just Called To Say I Love You,Stevie Wonder,0.65,0.551,At The Close Of A Century,https://api.spotify.com/v1/tracks/6RNDeRnWsRMjPdNVgupZCs,1999-11-23,74
Stay With Me,"CHANYEOL, Punch",0.202,0.526,"Guardian (Original Television Soundtrack), Pt. 1",https://api.spotify.com/v1/tracks/1HYzRuWjmS9LXCkdVHi25K,2016-12-03,69
Sudden Shower,ECLIPSE,0.217,0.506,"Lovely Runner, Pt. 1 (Original Soundtrack)",https://api.spotify.com/v1/tracks/1OhIn0L6iofnk5bjalWfHq,2024-04-08,70
Christmas Tree,V,0.181,0.384,"Our Beloved Summer (Original Television Soundtrack), Pt. 5",https://api.spotify.com/v1/tracks/186NCtNk1tUYS7c2DxgJ7O,2021-12-24,69
Boyfriend,YEONJUN,0.482,0.557,Cinderella at 2AM OST Part 4,https://api.spotify.com/v1/tracks/7dk7jxKBun1JQ2pPPBxDYl,2024-09-01,69
Love You With All My Heart,Crush,0.214,0.326,"Queen of Tears (Original Television Soundtrack), Pt.4",https://api.spotify.com/v1/tracks/0UaaFmF3xUwMjnuAHBq7qL,2024-03-24,69
Stay Alive (Prod. SUGA of BTS),Jung Kook,0.495,0.76,Stay Alive (Prod. SUGA of BTS),https://api.spotify.com/v1/tracks/7CAdT0HdiQNlt1C7xk2hep,2022-02-11,68
Me Fui de Vacaciones,Bad Bunny,0.434,0.645,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/28GCbKgjlVD9eDmasGbe0T,2022-05-06,70
Chachachá,Jósean Log,0.416,0.321,Háblate de Mí,https://api.spotify.com/v1/tracks/6aommJFM8i3iT4inKuDSXh,2016-10-14,77
Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",0.798,0.499,Esto Sí Es Cumbia,https://api.spotify.com/v1/tracks/0HlMshB5JmZjPNbOuOgFHN,2018-06-08,71
Muerte En Hawaii,Calle 13,0.879,0.588,Entren Los Que Quieran,https://api.spotify.com/v1/tracks/3kNVYo6BJE9AENxzokM9YC,2010-11-22,69
Harpy Hare,Yaelokre,0.349,0.533,Harpy Hare,https://api.spotify.com/v1/tracks/35I2E525yJpUQ5ZJgfxizT,2024-01-04,76
Russian Bandana,Dhanda Nyoliwala,0.918,0.615,Russian Bandana,https://api.spotify.com/v1/tracks/1dFrZr9eMUsFqeag04ClqD,2024-09-12,74
Sifar Safar,Karan Aujla,0.48,0.798,Sifar Safar,https://api.spotify.com/v1/tracks/3lQPwCmD918SyoiIkw1zqx,2024-10-18,70
Knife Brows,Dhanda Nyoliwala,0.38,0.606,DNW Vol. 1,https://api.spotify.com/v1/tracks/5nIrIdLPPXeRMl8WXnnDv1,2024-10-19,68
Baller,"Shubh, Ikky",0.674,0.702,Baller,https://api.spotify.com/v1/tracks/42TMa2hgBNjte4uV7jNCnQ,2022-09-09,68
Winning Speech,"Karan Aujla, Mxrci",0.448,0.78,Winning Speech,https://api.spotify.com/v1/tracks/3FqtduiaqnFYvBgKuc6QWQ,2024-05-16,75
Still Rollin,Shubh,0.246,0.431,Still Rollin,https://api.spotify.com/v1/tracks/6oz1L5jcqZWYuId7nxvIan,2023-05-19,71
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",0.352,0.455,9:45,https://api.spotify.com/v1/tracks/6c4Po8zyQjB4cR5XgLhcGb,2023-03-10,73
Dior,Shubh,0.633,0.362,Still Rollin,https://api.spotify.com/v1/tracks/53QrRlALFJfZgdcGLKwy5s,2023-05-19,69
Cheques,Shubh,0.356,0.627,Still Rollin,https://api.spotify.com/v1/tracks/4eBvRhTJ2AcxCsbfTUjoRp,2023-05-19,75
MVP,Shubh,0.644,0.572,MVP,https://api.spotify.com/v1/tracks/5BQePe9rcCJozHK3oPayYk,2024-05-10,70
8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",0.483,0.684,UNDISPUTED,https://api.spotify.com/v1/tracks/6wkHR8cU4INbp145hngbQO,2023-11-17,68
King Shit,Shubh,0.68,0.566,Leo,https://api.spotify.com/v1/tracks/1BpvuKIG7jK5EiTp2tv5z8,2024-01-05,72
One Love,Shubh,0.881,0.512,One Love,https://api.spotify.com/v1/tracks/5ZLkihi6DVsHwDL3B8ym1t,2023-08-18,75
On Top,Karan Aujla,0.662,0.75,On Top,https://api.spotify.com/v1/tracks/4SJMuaIYcBS8ke96lDYOsw,2022-11-25,70
Old Money,AP Dhillon,0.183,0.733,Old Money,https://api.spotify.com/v1/tracks/4WLDaQ8AgSwUgFoPzJkAYK,2024-08-09,71
Tu hai kahan,AUR,0.569,0.356,Tu hai kahan,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,2023-10-16,75
Bandana,Shubh,0.91,0.718,Bandana,https://api.spotify.com/v1/tracks/7KQdgW7QzNd9oPoCzjCU76,2024-03-29,73
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",0.655,0.782,Move,https://api.spotify.com/v1/tracks/6NIJqFHB5cHAn064JCP7Li,2024-06-07,68
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",0.206,0.577,Yamore,https://api.spotify.com/v1/tracks/480j122Gpi252OIfy4SNzm,2024-06-07,75
My Love (2024),"Alex Wann, Route 94, Jess Glynne",0.136,0.872,My Love (2024),https://api.spotify.com/v1/tracks/2nljjiWhzVIugb5vgEMQQk,2024-08-30,69
Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",0.229,0.946,Forever (feat. Malou & Yuna),https://api.spotify.com/v1/tracks/0WS1qLcXKsCGt5e3dqq30S,2024-09-20,71
Beso (Fruta Fresca),"Wakyin, Carlos Vives",0.579,0.723,Beso (Fruta Fresca),https://api.spotify.com/v1/tracks/0r3nMF80NSIuPIxeod4aoG,2023-12-13,70
The Boy Is Mine,"James Mac, Vall, Rosalie",0.362,0.879,The Boy Is Mine,https://api.spotify.com/v1/tracks/1aRd5tMVhiRyMJLmSOg2IF,2023-06-23,68
Sideways,"Gordo, Drake",0.487,0.57,DIAMANTE,https://api.spotify.com/v1/tracks/02YMpD1xbZZzpZbuZNvmD7,2024-07-26,70
Famax - Edit,RAFFA GUIDO,0.465,0.83,Famax,https://api.spotify.com/v1/tracks/1P9ZF3ZxRWNTDgJkZOgkI9,2024-02-23,69
Waltz,Fabrizio Paterlini,0.199,0.0516,Transitions III,https://api.spotify.com/v1/tracks/73fZnvwSUlWwt9LLRkknzs,2020-06-05,71
Nuvole Bianche,Ludovico Einaudi,0.0454,0.0582,Una Mattina,https://api.spotify.com/v1/tracks/3weNRklVDqb4Rr5MhKBR3D,2004-01-01,70
Idea 1,Gibran Alcocer,0.416,0.146,Idea 1,https://api.spotify.com/v1/tracks/3kJACFlgn1rg0I0l4XmzLI,2022-08-16,71
Oceans Apart,Ben Crosland,0.278,0.0559,The Turn,https://api.spotify.com/v1/tracks/1yqM5O07lL7R6UAdK5jvrR,2020-06-19,70
Idea 9,Gibran Alcocer,0.325,0.138,Idea 9,https://api.spotify.com/v1/tracks/3TdROUy5JZz1OcBKMZjeux,2023-05-26,72
Time,Hans Zimmer,0.0395,0.0968,Inception (Music from the Motion Picture),https://api.spotify.com/v1/tracks/6ZFbXIJkuI1dVNWvzJzown,2010-07-09,71
Nightcall,Kavinsky,0.361,0.874,Nightcall,https://api.spotify.com/v1/tracks/0U0ldCRmgCqhVvD6ksG63j,2010,73
stellar,".diedlonely, énouement",0.112,0.149,stellar,https://api.spotify.com/v1/tracks/2PpYJcgJN6PzozUv7rU669,2023-06-23,70
memories,leadwave,0.0381,0.0823,memories,https://api.spotify.com/v1/tracks/4VkRQSpG16JxrXaVlNyWdX,2022-09-23,70
Iris,Pastel Ghost,0.601,0.855,Ethereality,https://api.spotify.com/v1/tracks/4t9vB7wIKWE5jIhjcztmmd,2015,69
I'm God,"Clams Casino, Imogen Heap",0.089,0.641,Instrumental Relics,https://api.spotify.com/v1/tracks/0FVuyC9RP5MACjp4lgU3qZ,2020-04-24,74
Resonance,Home,0.457,0.754,Odyssey,https://api.spotify.com/v1/tracks/4E1Zf6j2VSoRPiVBnUCjat,2014-07-01,68
A Bird's Last Look,Macabre Plaza,0.858,0.715,Out With the Old in With the Taboo,https://api.spotify.com/v1/tracks/5omLpU1N0uN51OSXL62VAM,2022-04-21,72
Veridis Quo,Daft Punk,0.12,0.687,Discovery,https://api.spotify.com/v1/tracks/2LD2gT7gwAurzdQDQtILds,2001-03-12,70
Dark Beach,Pastel Ghost,0.137,0.91,Abyss,https://api.spotify.com/v1/tracks/7fqjWHXf330QwnfaAWB2Dr,2015-03-10,73
LET GO,Central Cee,0.481,0.413,LET GO,https://api.spotify.com/v1/tracks/3zkyus0njMCL6phZmNNEeN,2022-12-15,72
